project,session_id,source,primary_model,pricing_tier,turns,user_messages,assistant_messages,tool_uses_total,task_subagents,thinking_blocks,thinking_chars,input_tokens,output_tokens,cache_creation_tokens,cache_read_tokens,cache_creation_5m,cache_creation_1h,cache_hit_ratio,estimated_cost_usd,first_ts,last_ts,sidechain_records
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,840e8e1e-d929-4341-96e4-833dd6f76467,cli,claude-opus-4-8,opus,101,101,201,95,3,49,0,65058,167341,521053,23426157,0,521053,0.9756,19.4785,2026-06-01T07:22:56.813Z,2026-06-01T08:13:42.158Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,849ebf5b-f967-4491-b196-1f77e8fddf72,cli,claude-opus-4-8,opus,25,25,58,24,0,17,0,71566,79593,295873,4624094,0,295873,0.9264,6.5089,2026-06-03T12:03:07.552Z,2026-06-03T12:10:46.329Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,85910aa2-c9ea-4c03-a7fb-c7ead4a0f06c,cli,claude-opus-4-8,opus,1,1,2,0,0,1,0,26318,634,45928,32620,0,45928,0.3111,0.4508,2026-06-28T09:39:33.055Z,2026-06-28T09:39:41.154Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,86788636-1afa-40f3-8f29-ac704a0cac52,cli,claude-opus-4-8,opus,17,17,30,15,0,8,0,38088,6801,73022,1381127,0,73022,0.9255,1.5074,2026-06-02T09:54:24.916Z,2026-06-02T10:01:15.543Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,880e88b7-4bc5-4379-a602-b1a039e3a111,cli,claude-opus-4-8,opus,127,127,302,118,0,100,0,63643,644211,2978030,63663306,0,2978030,0.9544,66.8678,2026-06-05T12:22:32.643Z,2026-06-05T16:31:31.039Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,88b73ce0-3c21-4f88-9089-fe6c497c6ad0,cli,claude-opus-4-8,opus,247,247,449,238,0,116,0,180753,705060,1393510,107982980,0,1393510,0.9856,81.2312,2026-06-03T15:09:29.655Z,2026-06-03T17:13:11.790Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,8ecbcf65-abf1-40f6-8e54-b9b9927ed3c2,cli,claude-opus-4-8,opus,40,40,75,39,0,19,0,48819,48660,467629,5519761,0,467629,0.9144,7.1432,2026-06-06T13:55:30.416Z,2026-06-07T09:23:53.190Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,8f7dc47f-cab8-474e-815e-4e150dd07f03,cli,claude-fable-5,opus-fallback,69,69,164,62,0,88,0,54175,341800,920085,25219881,0,920085,0.9628,27.1763,2026-06-12T16:38:25.067Z,2026-06-12T18:09:01.521Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,91681378-50d3-4501-887f-edef9647f69a,cli,claude-opus-4-8,opus,6,6,8,3,0,3,0,37492,1557,160763,182039,0,160763,0.4787,1.3222,2026-06-02T08:59:48.878Z,2026-06-02T09:00:34.802Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,955d8a49-58e8-43ec-a50c-f4ea0387e7fb,cli,claude-opus-4-8,opus,9,9,18,7,1,5,0,37719,14378,150286,856715,0,150286,0.82,1.9157,2026-06-03T06:51:40.182Z,2026-06-03T07:00:36.412Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,a54fe9d9-f73d-4330-a4ad-499723398097,cli,claude-opus-4-8,opus,44,44,80,43,0,18,0,65535,70426,326635,5774384,0,326635,0.9364,7.017,2026-06-03T12:25:47.477Z,2026-06-03T12:41:39.728Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,afede0b8-2922-45af-9747-21fa9ecf4822,cli,claude-opus-4-8,opus,9,9,21,7,0,7,0,47475,13407,231660,1198662,0,231660,0.8111,2.6198,2026-06-08T16:48:46.137Z,2026-06-08T16:50:21.014Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,b1b99f0e-0a8a-4bf2-bbeb-bc9c226c135a,cli,claude-opus-4-8,opus,26,26,44,23,0,10,0,56995,20852,217733,2322289,0,217733,0.8942,3.3283,2026-06-03T06:36:15.759Z,2026-06-03T06:43:04.860Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,b4ffdb8f-aa5b-4b41-b0c4-812158ea11de,cli,claude-opus-4-8,opus,154,154,273,144,1,79,0,51109,219117,453023,40861303,0,453023,0.9878,28.9955,2026-06-01T13:58:15.054Z,2026-06-01T14:43:51.784Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,ba0c10e1-0ce1-48af-b22d-9a9f19b6ca4d,cli,claude-opus-4-8,opus,91,91,211,88,0,65,0,102833,292320,792891,30609082,0,792891,0.9716,28.0823,2026-06-03T10:16:35.439Z,2026-06-03T11:11:29.794Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,be6b43bf-844d-4f82-b3e9-2bfbc47044f3,cli,claude-opus-4-8,opus,181,181,378,175,4,99,0,229314,376801,2970547,73766942,0,2970547,0.9584,66.016,2026-06-08T06:26:31.899Z,2026-06-08T09:01:33.366Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,c18636e2-877b-4441-ac52-bfceb999107d,cli,claude-opus-4-8,opus,54,54,92,50,4,18,0,61922,133585,387516,8768788,0,387516,0.9512,10.4556,2026-06-02T09:29:26.140Z,2026-06-02T10:00:38.841Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,c1d34de3-87ab-4e61-80b2-cae13bca4070,cli,claude-opus-4-8,opus,132,132,231,128,2,48,0,123582,141699,1137954,28245116,0,1137954,0.9572,25.3952,2026-06-03T17:24:41.314Z,2026-06-04T08:04:34.000Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,c1e98c8a-79b6-4956-974f-980ed0ffae15,cli,claude-opus-4-8,opus,630,630,1119,572,6,273,0,349814,1227414,4768591,229665263,0,4768591,0.9782,177.0707,2026-05-31T15:24:04.318Z,2026-06-01T13:17:27.716Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,c761a380-eaad-4557-a28a-3ccfa6bce7af,cli,claude-opus-4-8,opus,57,57,116,55,0,35,0,66669,124417,348459,10621866,0,348459,0.9624,10.9326,2026-06-03T10:36:46.924Z,2026-06-03T11:05:38.984Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,c77e81e2-c041-4375-b07f-6137864961e2,cli,claude-opus-4-8,opus,214,214,415,204,4,96,0,194782,473044,2505867,89885716,0,2505867,0.9708,73.4045,2026-06-03T07:21:05.691Z,2026-06-03T09:59:36.022Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,c9cb2285-b320-43f0-8b61-c7712c38e00b,cli,claude-opus-4-8,opus,7,7,7,3,0,2,0,24724,1790,60475,247897,0,60475,0.7442,0.6703,2026-06-01T12:49:11.919Z,2026-06-01T12:53:03.278Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,cf330858-81f6-4b8a-9d1d-7f6c74c5fc6b,cli,claude-opus-4-8,opus,1,1,2,0,0,1,0,26318,782,46092,32620,0,46092,0.3106,0.4555,2026-06-28T17:10:59.637Z,2026-06-28T17:11:13.764Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,cfdc6ce3-45f1-41b0-ab74-f989d05b50f4,cli,claude-opus-4-8,opus,22,22,46,20,1,14,0,50686,34345,427267,2915949,0,427267,0.8592,5.2404,2026-06-04T09:16:48.583Z,2026-06-04T10:44:59.219Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,d8f00e14-c3d3-4f14-8476-9461467bfc30,cli,claude-opus-4-8,opus,560,560,1082,531,8,276,0,748609,1637269,7222068,340750085,0,7222068,0.9771,260.1877,2026-06-03T06:38:23.005Z,2026-06-03T16:12:16.024Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,d9943bc5-cbf5-42af-ba98-e7c05937050b,cli,claude-opus-4-8,opus,68,68,146,65,3,42,0,116780,244333,891488,22047000,0,891488,0.9563,23.2875,2026-06-03T14:19:36.184Z,2026-06-03T15:15:05.545Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,dfd2bc70-c34b-494a-b382-7290c56b505a,quack,claude-opus-4-8,opus,44,44,87,40,1,22,0,59265,69403,311422,7542206,0,311422,0.9532,7.7489,2026-06-23T08:18:04.560Z,2026-06-23T08:35:46.726Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,e25a4ae3-4c71-4444-a67b-57b82dfff997,cli,claude-opus-4-8,opus,122,122,226,115,1,60,0,80430,234936,840750,28629399,0,840750,0.9688,25.8449,2026-06-01T12:19:57.827Z,2026-06-01T12:55:07.296Z,0
-Users-alekdob-Desktop-Dev-Personal-spaceship-ai,f83c85ff-9d03-4bfe-a9c2-837e87249c2d,cli,claude-opus-4-8,opus,8,8,14,3,1,6,0,40251,6619,284049,503597,0,284049,0.6083,2.3938,2026-06-28T14:34:22.992Z,2026-06-28T15:52:54.567Z,0
-Users-alekdob-Desktop-Dev-Personal-studio-futuro,29cecf1a-8125-4664-bca2-7979787bfbfc,cli,claude-fable-5,opus-fallback,77,77,118,71,0,39,0,48609,73240,735585,9658534,0,735585,0.9249,11.5007,2026-06-10T19:33:26.059Z,2026-06-10T20:07:04.206Z,0
-Users-alekdob-Desktop-Dev-Personal-studio-futuro,6a657249-832d-48a7-aa95-5fe855631580,cli,claude-fable-5,opus-fallback,66,66,106,57,0,35,0,38459,35393,571265,8727788,0,571265,0.9347,9.0114,2026-06-10T20:03:36.084Z,2026-06-11T08:08:52.276Z,0
-Users-alekdob-Desktop-Dev-Personal-studio-futuro,8e6adba2-7dfc-43e8-8380-78c494f8606f,cli,claude-fable-5,opus-fallback,123,123,210,121,0,77,0,72556,154460,637994,27801248,0,637994,0.9751,22.1124,2026-06-10T19:31:07.487Z,2026-06-10T19:57:08.827Z,0
-Users-alekdob-Desktop-Dev-Personal-studio-futuro,955ea8d0-ad44-415c-a901-8330b1406eb8,cli,claude-fable-5,opus-fallback,535,535,836,520,0,236,0,177869,614353,14131830,247335009,0,14131830,0.9453,228.2396,2026-06-10T15:08:08.442Z,2026-06-10T19:38:32.000Z,0
-Users-alekdob-Desktop-Dev-Personal-studio-futuro,c7a0c1ff-8456-460a-b45c-bc484b9e360f,cli,claude-fable-5,opus-fallback,34,34,56,32,0,16,0,48297,13346,262124,3242959,0,262124,0.9126,3.8349,2026-06-11T09:36:59.583Z,2026-06-11T09:47:23.913Z,0
-Users-alekdob-Desktop-Dev-Personal-studio-futuro,df74282d-9674-4ac2-bd7c-c4abe11be737,cli,claude-fable-5,opus-fallback,10,10,14,9,0,4,0,31049,2504,145464,557380,0,145464,0.7595,1.4057,2026-06-10T19:31:31.238Z,2026-06-10T19:32:36.611Z,0
-Users-alekdob-Desktop-Dev-Personal-studio-futuro,fb8f935a-8ec3-4627-8851-b452dac6bc44,cli,claude-opus-4-8,opus,35,35,61,33,0,13,0,72649,33314,261772,3933898,0,261772,0.9217,4.7991,2026-06-15T16:04:33.581Z,2026-06-15T16:09:18.500Z,0
-Users-alekdob-conductor-workspaces-Virgilio-v1-atlanta,ee09e9fe-b81b-4d7b-955c-87b5fda70123,cli,claude-opus-4-8,opus,137,137,269,128,1,72,42632,110628,279306,1114886,38172365,0,1114886,0.9689,33.59,2026-06-16T14:17:12.460Z,2026-06-16T15:35:42.501Z,0
